,Book_ID,Book Title,Book Subtitle,Book Author,Book Narrator,Audio Runtime,Audiobook_Type,Categories,Rating,Total No. of Ratings,Price
152,153,The Demon Under The Microscope,,Thomas Hager,Stephen Hoye,12 hrs and 14 mins,Unabridged Audiobook,Biographies & Memoirs,4.4,3261.0,$29.95 
153,154,12 Rules for Life,An Antidote to Chaos,Jordan B. Peterson,Jordan B. Peterson,15 hrs and 40 mins,Unabridged Audiobook,Health & Wellness,4.6,69330.0,$36.33 
154,155,The Righteous Mind,Why Good People Are Divided by Politics and Religion,Jonathan Haidt,Jonathan Haidt,11 hrs and 1 min,Unabridged Audiobook,Health & Wellness,4.6,10393.0,$34.99 
155,156,Local Woman Missing,A Novel,Mary Kubica,Brittany Pressley,11 hrs and 40 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.4,379.0,$30.79 
156,157,Codependent No More,How to Stop Controlling Others and Start Caring for Yourself,Melody Beattie,Christina Moore,8 hrs and 24 mins,Unabridged Audiobook,Health & Wellness,4.6,6015.0,$13.99 
157,158,Come As You Are: Revised and Updated,The Surprising New Science That Will Transform Your Sex Life,Emily Nagoski PhD,Emily Nagoski,11 hrs and 30 mins,Unabridged Audiobook,Health & Wellness,4.8,195.0,$22.67 
158,159,What Abigail Did That Summer,A Rivers of London Novella (Rivers of London Series),Ben Aaronovitch,Kobna Holdbrook-Smith,4 hrs and 54 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.7,22.0,$20.99 
159,160,The 5 Second Rule,"Transform your Life, Work, and Confidence with Everyday Courage",Mel Robbins,Mel Robbins,7 hrs and 35 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.6,42930.0,$19.95 
160,161,A Promised Land,,Barack Obama,Barack Obama,29 hrs and 10 mins,Unabridged Audiobook,Biographies & Memoirs,4.9,37352.0,$45.50 
161,162,The Secret,,Rhonda Byrne,Rhonda Byrne,4 hrs and 24 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.6,23893.0,$23.93 
162,163,Why We Sleep,Unlocking the Power of Sleep and Dreams,Matthew Walker,Steve West,13 hrs and 52 mins,Unabridged Audiobook,Health & Wellness,4.8,11567.0,$22.67 
163,164,Could Have Been Us,,Corinne Michaels,Ava Erickson,9 hrs and 20 mins,Unabridged Audiobook,Romance,4.9,360.0,$19.95 
164,165,Stamped from the Beginning,The Definitive History of Racist Ideas in America,Ibram X. Kendi,Christopher Dontrell Piper,19 hrs and 8 mins,Unabridged Audiobook,Biographies & Memoirs,4.8,3118.0,$24.95 
165,166,The Last Green Valley,,Mark Sullivan,Will Damron,16 hrs and 8 mins,Unabridged Audiobook,Literature & Fiction,4.8,264.0,$31.49 
166,167,Firekeeper's Daughter,,Angeline Boulley,Isabella Star LaBlanc,14 hrs and 13 mins,Unabridged Audiobook,Teen,4.7,772.0,$40.59 
167,168,Tribe,On Homecoming and Belonging,Sebastian Junger,Sebastian Junger,2 hrs and 59 mins,Unabridged Audiobook,Health & Wellness,4.7,12565.0,$28.50 
168,169,The Great Gatsby,,F. Scott Fitzgerald,Jake Gyllenhaal,4 hrs and 49 mins,Unabridged Audiobook,Literature & Fiction,4.4,19453.0,$14.95 
169,170,The Lean Startup,How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Eric Ries,Eric Ries,8 hrs and 38 mins,Unabridged Audiobook,Business & Careers,4.5,12631.0,$28.00 
170,171,Spilled Milk,Based on a True Story,K. L. Randis,K. L. Randis,7 hrs and 43 mins,Unabridged Audiobook,Literature & Fiction,4.8,5781.0,$19.95 
171,172,They Both Die at the End,,Adam Silvera,Michael Crouch,8 hrs and 30 mins,Unabridged Audiobook,Teen,4.5,4199.0,$33.08 
172,173,It Didn't Start with You,How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Mark Wolynn,Mark Wolynn,8 hrs and 16 mins,Unabridged Audiobook,Health & Wellness,4.4,1137.0,$28.00 
173,174,Wild,From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,Bernadette Dunne,13 hrs and 2 mins,Unabridged Audiobook,Biographies & Memoirs,4.4,22147.0,$24.95 
174,175,Children of Time,,Adrian Tchaikovsky,Mel Hudson,16 hrs and 31 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.4,29808.0,$24.51 
175,176,The Hate U Give,,Angie Thomas,Bahni Turpin,11 hrs and 50 mins,Unabridged Audiobook,Teen,4.8,43840.0,$38.78 
176,177,The Four Winds,A Novel,Kristin Hannah,Julia Whelan,15 hrs and 2 mins,Unabridged Audiobook,Literature & Fiction,4.7,16223.0,$31.18 
177,178,Breath,The New Science of a Lost Art,James Nestor,James Nestor,7 hrs and 18 mins,Unabridged Audiobook,Science & Engineering,4.8,4429.0,$24.50 
178,179,The Wars of the Roses,The Fall of the Plantagenets and the Rise of the Tudors,Dan Jones,John Curless,15 hrs and 7 mins,Unabridged Audiobook,Biographies & Memoirs,4.5,2470.0,$29.95 
179,180,Princess of Dorsa,"The Chronicles of Dorsa, Book 1",Eliza Andrews,Elizabeth Saydah,15 hrs and 34 mins,Unabridged Audiobook,LGBTQ+,4.8,937.0,$24.95 
180,181,The Lost Apothecary,A Novel,Sarah Penner,Lorna Bennett,10 hrs and 18 mins,Unabridged Audiobook,Literature & Fiction,4.3,2092.0,$30.79 
181,182,The Devil in the White City,"Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,Scott Brick,14 hrs and 58 mins,Unabridged Audiobook,Biographies & Memoirs,4.3,24758.0,$31.95 
182,183,Hamnet,,Maggie O'Farrell,Ell Potter,12 hrs and 42 mins,Unabridged Audiobook,Literature & Fiction,4.7,3612.0,$31.50 
183,184,The Woman in the Window,A Novel,A. J. Finn,Ann Marie Lee,13 hrs and 42 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.1,29561.0,$34.22 
184,185,Play Dead,,Ted Dekker,A.W. Miller,12 hrs and 29 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.3,30.0,$24.95 
185,186,Beyond Religion,Ethics for a Whole World,His Holiness the Dalai Lama,Martin Sheen,5 hrs and 43 mins,Unabridged Audiobook,Politics & Social Sciences,4.5,2483.0,$19.95 
186,187,Towers of Heaven,"A LitRPG Adventure, Book 3",Cameron Milan,Steve Campbell,13 hrs and 35 mins,Unabridged Audiobook,Literature & Fiction,4.7,578.0,$24.95 
187,188,Fahrenheit 451,,Ray Bradbury,Tim Robbins,5 hrs and 1 min,Unabridged Audiobook,Literature & Fiction,4.5,24955.0,$19.95 
188,189,Make Your Bed,Little Things That Can Change Your Life...and Maybe the World,William H. McRaven,William H. McRaven,1 hr and 53 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.7,16064.0,$18.24 
189,190,Zero to One,"Notes on Startups, or How to Build the Future",Peter Thiel,Blake Masters,4 hrs and 50 mins,Unabridged Audiobook,Business & Careers,4.5,19573.0,$21.00 
190,191,Profit First,Transform Your Business from a Cash-Eating Monster to a Money-Making Machine,Mike Michalowicz,Mike Michalowicz,8 hrs and 35 mins,Unabridged Audiobook,Business & Careers,4.8,4477.0,$20.99 
191,192,"The First 90 Days, Updated and Expanded",Proven Strategies for Getting Up to Speed Faster and Smarter,Michael Watkins,Grover Gardner,6 hrs and 58 mins,Unabridged Audiobook,Business & Careers,4.2,2387.0,$20.99 
192,193,Start with Why,How Great Leaders Inspire Everyone to Take Action,Simon Sinek,Simon Sinek,7 hrs and 18 mins,Unabridged Audiobook,Business & Careers,4.7,19401.0,$24.50 
193,194,Winning,The Unforgiving Race to Greatness,Tim S. Grover,Pete Simonelli,6 hrs and 44 mins,Unabridged Audiobook,Business & Careers,4.9,404.0,$17.00 
194,195,While Justice Sleeps,A Novel,Stacey Abrams,Adenrele Ojo,14 hrs and 55 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.5,349.0,$35.00 
195,196,The Shadow of the Gods,,John Gwynne,Colin Mace,18 hrs and 14 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.7,82.0,$30.79 
196,197,He Who Fights with Monsters 2,"A LitRPG Adventure (He Who Fights with Monsters, Book 2)",Shirtaloon,Heath Miller,22 hrs and 1 min,Unabridged Audiobook,Science Fiction & Fantasy,4.9,1779.0,$59.99 
197,198,The Well of Ascension,"Mistborn, Book 2",Brandon Sanderson,Michael Kramer,28 hrs and 56 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.8,50444.0,$47.93 
198,199,Influence,"Science and Practice, ePub, 5th Edition",Robert B. Cialdini,Lloyd James,12 hrs and 25 mins,Unabridged Audiobook,Business & Careers,4.6,4012.0,$24.95 
199,200,All the Light We Cannot See,A Novel,Anthony Doerr,Zach Appelman,16 hrs and 2 mins,Unabridged Audiobook,Literature & Fiction,4.5,53163.0,$22.67 
200,201,World War Z: The Complete Edition,An Oral History of the Zombie War,Max Brooks,Max Brooks,12 hrs and 9 mins,Abridged Audiobook,Literature & Fiction,4.6,18691.0,$28.00 
201,202,Fingerprints of the Gods,The Quest Continues,Graham Hancock,Graham Hancock,18 hrs and 31 mins,Unabridged Audiobook,History,4.7,4789.0,$24.51 
202,203,Ready Player One,,Ernest Cline,Wil Wheaton,15 hrs and 40 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.8,242323.0,$31.50 
203,204,Orientalism,,Edward Said,Peter Ganim,19 hrs and 2 mins,Unabridged Audiobook,History,4.3,421.0,$39.95 
204,205,"Eat, Slay, Love","The Good Guys, Book 10",Eric Ugland,Neil Hellegers,10 hrs and 30 mins,Unabridged Audiobook,Science Fiction & Fantasy,,,$20.99 
205,206,How to Change,The Science of Getting from Where You Are to Where You Want to Be,Katy Milkman,Katy Milkman,6 hrs and 13 mins,Unabridged Audiobook,Business & Careers,4.6,91.0,$24.50 
206,207,The 80/80 Marriage,"A New Model for a Happier, Stronger Relationship",Nate Klemp,Roger Wayne,6 hrs and 28 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.5,45.0,$24.50 
207,208,Sunshine Girl,An Unexpected Life,Julianna Margulies,Julianna Margulies,8 hrs and 17 mins,Unabridged Audiobook,Arts & Entertainment,4.9,148.0,$28.00 
208,209,Whole Brain Living,The Anatomy of Choice and the Four Characters That Drive Our Life,Jill Bolte Taylor PhD,Jill Bolte Taylor PhD,11 hrs and 14 mins,Unabridged Audiobook,Health & Wellness,4.9,15.0,$20.99 
209,210,The Sum of Us,What Racism Costs Everyone and How We Can Prosper Together,Heather McGhee,Heather McGhee,11 hrs and 8 mins,Unabridged Audiobook,Politics & Social Sciences,4.9,1238.0,$28.00 
210,211,Adult Children of Emotionally Immature Parents,"How to Heal from Distant, Rejecting, or Self-Involved Parents",Lindsay C. Gibson PsyD,Marguerite Gavin,6 hrs and 50 mins,Unabridged Audiobook,Health & Wellness,4.8,2329.0,$24.49 
211,212,The Miracle Morning,The Not-So-Obvious Secret Guaranteed to Transform Your Life - Before 8AM,Hal Elrod,Rob Actis,4 hrs and 57 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.6,14102.0,$14.95 
212,213,The E-Myth Revisited,Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber,Michael E. Gerber,8 hrs and 5 mins,Unabridged Audiobook,Business & Careers,4.6,12096.0,$27.37 
213,214,Excellent Sheep,The Miseducation of the American Elite and the Way to a Meaningful Life,William Deresiewicz,Mel Foster,8 hrs and 34 mins,Unabridged Audiobook,Education & Learning,4.3,359.0,$26.59 
214,215,White Fragility,Why It's So Hard for White People to Talk About Racism,Robin DiAngelo,Amy Landon,6 hrs and 21 mins,Unabridged Audiobook,Politics & Social Sciences,4.5,18920.0,$39.20 
215,216,Christmas Embrace,An Immortals of New Orleans Novella,Kym Grosso,Wen Ross,3 hrs and 6 mins,Unabridged Audiobook,Romance,,,$14.95 
216,217,The Five Dysfunctions of a Team,A Leadership Fable,Patrick Lencioni,Charles Stransky; introduction by Patrick Lencioni,3 hrs and 42 mins,Unabridged Audiobook,Business & Careers,4.6,13559.0,$21.00 
217,218,The Hitchhiker's Guide to the Galaxy,,Douglas Adams,Stephen Fry,5 hrs and 51 mins,Unabridged Audiobook,Literature & Fiction,4.6,44749.0,$21.00 
218,219,Northern Spy,A Novel,Flynn Berry,Katharine Lee McEwan,7 hrs and 52 mins,Unabridged Audiobook,Literature & Fiction,4.3,833.0,$24.50 
219,220,The Name of the Wind,"Kingkiller Chronicle, Book 1",Patrick Rothfuss,Nick Podehl,27 hrs and 55 mins,Unabridged Audiobook,Literature & Fiction,4.7,90897.0,$29.99 
220,221,Where the Crawdads Sing,,Delia Owens,Cassandra Campbell,12 hrs and 12 mins,Unabridged Audiobook,Literature & Fiction,4.8,191898.0,$31.50 
221,222,Broken Horses,A Memoir,Brandi Carlile,Brandi Carlile,10 hrs and 3 mins,Unabridged Audiobook,Arts & Entertainment,4.9,947.0,$28.00 
222,223,The Obesity Code,Unlocking the Secrets of Weight Loss,Dr. Jason Fung,Brian Nishii,10 hrs and 9 mins,Unabridged Audiobook,Health & Wellness,4.7,16171.0,$24.95 
223,224,Empire of Pain,The Secret History of the Sackler Dynasty,Patrick Radden Keefe,Patrick Radden Keefe,18 hrs and 6 mins,Unabridged Audiobook,Biographies & Memoirs,4.9,888.0,$38.50 
224,225,The Bloated Belly Whisperer,See Results Within a Week and Tame Digestive Distress Once and for All,Tamara Duker Freuman MS RD CDN,Tamara Duker Freuman,8 hrs and 51 mins,Unabridged Audiobook,Health & Wellness,4.6,20.0,$25.51 
225,226,Zodiac Academy,The Awakening: An Academy Bully Romance,Caroline Peckham,Bridget Bordeaux,12 hrs and 10 mins,Unabridged Audiobook,Romance,4.7,42.0,$24.95 
226,227,Celtic Mythology,"Tales of Gods, Goddesses, and Heroes",Philip Freeman,Gerard Doyle,7 hrs and 31 mins,Unabridged Audiobook,Literature & Fiction,4.1,670.0,$19.99 
227,228,"The Stars, Like Dust",,Isaac Asimov,Jon Lindstrom,8 hrs and 13 mins,Unabridged Audiobook,Literature & Fiction,4.6,160.0,$28.00 
228,229,Nonviolent Communication,"Create Your Life, Your Relationships, and Your World in Harmony with Your Values",Marshall Rosenberg PhD,Marshall Rosenberg PhD,5 hrs and 9 mins,Speech,"Relationships, Parenting & Personal Development",4.8,6137.0,$14.68 
229,230,Hatchet,,Gary Paulsen,Peter Coyote,3 hrs and 42 mins,Unabridged Audiobook,Children's Audiobooks,4.7,7426.0,$21.27 
230,231,Adventures in Opting Out,A Field Guide to Leading an Intentional Life,Cait Flanders,Christine Lakin,6 hrs and 18 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.3,76.0,$29.65 
231,232,The Premonition,A Pandemic Story,Michael Lewis,Adenrele Ojo,11 hrs and 26 mins,Unabridged Audiobook,Health & Wellness,4.5,1196.0,$34.95 
232,233,Flock,"The Ravenhood, Book 1",Kate Stewart,Maxine Mitchell,10 hrs and 12 mins,Unabridged Audiobook,Romance,4.8,108.0,$39.99 
233,234,The Obstacle Is the Way,The Timeless Art of Turning Trials into Triumph,Ryan Holiday,Ryan Holiday,6 hrs and 7 mins,Unabridged Audiobook,Business & Careers,4.6,16592.0,$19.95 
234,235,The New Jim Crow,"Mass Incarceration in the Age of Colorblindness, 10th Anniversary Edition",Michelle Alexander,Karen Chilton,16 hrs and 57 mins,Unabridged Audiobook,Politics & Social Sciences,4.8,11232.0,$31.49 
235,236,A Little Life,A Novel,Hanya Yanagihara,Oliver Wyman,32 hrs and 51 mins,Unabridged Audiobook,Literature & Fiction,4.3,13058.0,$39.95 
236,237,Essentialism,The Disciplined Pursuit of Less,Greg McKeown,Greg McKeown,6 hrs and 14 mins,Unabridged Audiobook,Business & Careers,4.7,15825.0,$24.50 
237,238,Shoe Dog,A Memoir by the Creator of Nike,Phil Knight,Norbert Leo Butz,13 hrs and 21 mins,Unabridged Audiobook,Biographies & Memoirs,4.9,42885.0,$27.99 
238,239,Such a Fun Age,,Kiley Reid,Nicole Lewis,9 hrs and 58 mins,Unabridged Audiobook,Literature & Fiction,4.3,10797.0,$28.00 
239,240,Wrong Alibi,An Alaskan Mystery,Christina Dodd,Vanessa Johansson,9 hrs,Unabridged Audiobook,Literature & Fiction,4.1,463.0,$30.79 
240,241,You Are Your Best Thing,"Vulnerability, Shame Resilience, and the Black Experience",Tarana Burke,Tarana Burke,6 hrs and 36 mins,Unabridged Audiobook,Health & Wellness,4.9,237.0,$28.00 
241,242,Get Good with Money,Ten Simple Steps to Becoming Financially Whole,Tiffany the Budgetnista Aliche,Tiffany the Budgetnista Aliche,12 hrs and 23 mins,Unabridged Audiobook,Money & Finance,4.9,117.0,$31.50 
242,243,Fifty Words for Rain,A Novel,Asha Lemmie,Robin Eller,13 hrs and 13 mins,Unabridged Audiobook,Literature & Fiction,4.2,796.0,$31.50 
243,244,Think Like a Monk,Train Your Mind for Peace and Purpose Every Day,Jay Shetty,Jay Shetty,10 hrs and 54 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.8,5538.0,$23.62 
244,245,Ready Player Two,A Novel,Ernest Cline,Wil Wheaton,13 hrs and 46 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.3,43060.0,$31.50 
245,246,Anxious People,A Novel,Fredrik Backman,Marin Ireland,9 hrs and 53 mins,Unabridged Audiobook,Literature & Fiction,4.6,12912.0,$23.62 
246,247,The Silent Patient,,Alex Michaelides,Jack Hawkins,8 hrs and 43 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.5,56001.0,$27.99 
247,248,Educated,A Memoir,Tara Westover,Julia Whelan,12 hrs and 10 mins,Unabridged Audiobook,Biographies & Memoirs,4.8,110116.0,$28.00 
248,249,Woman Evolve,Break Up with Your Fears and Revolutionize Your Life,Sarah Jakes Roberts,Sarah Roberts,6 hrs and 13 mins,Unabridged Audiobook,Religion & Spirituality,4.9,569.0,$23.95 
249,250,The Coddling of the American Mind,How Good Intentions and Bad Ideas Are Setting Up a Generation for Failure,Jonathan Haidt,Jonathan Haidt,10 hrs and 6 mins,Unabridged Audiobook,Health & Wellness,4.8,8674.0,$24.50 
250,251,The 5 AM Club,Own Your Morning. Elevate Your Life.,Robin Sharma,Adam Verner,11 hrs and 4 mins,Unabridged Audiobook,Business & Careers,4.3,5260.0,$30.79 
251,252,Homeland Elegies,A Novel,Ayad Akhtar,Ayad Akhtar,10 hrs and 19 mins,Unabridged Audiobook,Literature & Fiction,4.7,1103.0,$29.65 
252,253,The Code Breaker,"Jennifer Doudna, Gene Editing, and the Future of the Human Race",Walter Isaacson,Kathe Mazur,16 hrs and 4 mins,Unabridged Audiobook,Biographies & Memoirs,4.7,2037.0,$28.34 
253,254,Klara and the Sun,A Novel,Kazuo Ishiguro,Sura Siu,10 hrs and 16 mins,Unabridged Audiobook,Literature & Fiction,4.3,2474.0,$28.00 
254,255,Rich Dad Poor Dad: 20th Anniversary Edition,What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,Tom Parks,8 hrs and 22 mins,Unabridged Audiobook,Money & Finance,4.8,5040.0,$14.99 
255,256,The Storyteller,Tales of Life and Music,Dave Grohl,,12 hrs,,,Not rated yet,,$30.79 
256,257,Intentional Living,Choosing a Life That Matters,John C. Maxwell,John C Maxwell,8 hrs and 8 mins,Unabridged Audiobook,Business & Careers,4.8,1672.0,$28.50 
257,258,Think Again,The Power of Knowing What You Don't Know,Adam Grant,Adam Grant,6 hrs and 40 mins,Unabridged Audiobook,Business & Careers,4.7,3587.0,$28.00 
258,259,Dr Stanton,,T L Swan,Elena Wolfe,18 hrs and 33 mins,Unabridged Audiobook,Romance,4.8,140.0,$24.95 
259,260,"Black Flags, Blue Waters",The Epic History of America's Most Notorious Pirates,Eric Jay Dolin,Paul Brion,10 hrs and 29 mins,Unabridged Audiobook,History,4.3,551.0,$24.95 
260,261,The Nightingale,,Kristin Hannah,Polly Stone,17 hrs and 19 mins,Unabridged Audiobook,Literature & Fiction,4.8,70458.0,$31.18 
261,262,The Lightning Thief,"Percy Jackson and the Olympians, Book 1",Rick Riordan,Jesse Bernstein,10 hrs and 2 mins,Unabridged Audiobook,Children's Audiobooks,4.6,21302.0,$31.93 
262,263,A Life on Our Planet,My Witness Statement and a Vision for the Future,Sir David Attenborough,Sir David Attenborough,6 hrs and 20 mins,Unabridged Audiobook,Biographies & Memoirs,4.8,536.0,$29.65 
263,264,For We Are Many,"Bobiverse, Book 2",Dennis E. Taylor,Ray Porter,8 hrs and 59 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.8,61660.0,$19.95 
264,265,The War of Art,,Steven Pressfield,Steven Pressfield,2 hrs and 29 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.5,6136.0,$6.95 
265,266,The Five Love Languages: The Secret to Love That Lasts,,Gary Chapman,Gary Chapman,4 hrs and 46 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.8,32961.0,$19.59 
266,267,The Power of Now,A Guide to Spiritual Enlightenment,Eckhart Tolle,Eckhart Tolle,7 hrs and 37 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.6,30289.0,$20.00 
267,268,We Are All the Same in the Dark,A Novel,Julia Heaberlin,Jenna Lamia,10 hrs and 34 mins,Unabridged Audiobook,Literature & Fiction,4.5,3036.0,$28.00 
268,269,Midnight Sun,,Stephenie Meyer,Jake Abel,25 hrs and 49 mins,Unabridged Audiobook,Teen,4.6,16639.0,$34.21 
269,270,From Blood and Ash,"Blood and Ash, Book 1",Jennifer L. Armentrout,Stina Nielsen,19 hrs and 46 mins,Unabridged Audiobook,Romance,4.7,5548.0,$31.49 
270,271,The Brilliant Life of Eudora Honeysett,A Novel,Annie Lyons,Nicolette McKenzie,10 hrs and 39 mins,Unabridged Audiobook,Literature & Fiction,4.7,676.0,$30.79 
271,272,Mindset,The New Psychology of Success,Carol S. Dweck PhD,Bernadette Dunne,10 hrs and 23 mins,Unabridged Audiobook,Business & Careers,4.6,4394.0,$28.00 
